,number,노래 이름,Artist
2170,70,이세상 살아가다 보면,이문세
2171,70,어떤이의 꿈,봄여름가을겨울
2172,70,샴푸의 요정,빛과 소금
2173,70,어느 새,장필순
2174,70,여름밤의 꿈,김현식
2175,70,나뭇잎 사이로,조동진
2176,70,백구,양희은
2177,70,오솔길,라나에로스포
2178,70,오솔길,라나에로스포
2179,70,조약돌,박상규
2180,70,터,신형원
2181,70,보이네,Nami (나미)
2182,70,진짜진짜 좋아해,혜은이
2183,70,님 떠난 후,현이와 덕이
2184,70,밤차,이은하
2185,70,불티,전영록
2186,70,세상만사,송골매
2187,70,그녀를 만나는 곳 100M 전,이상우
2188,70,바람이 불어오는 곳,김광석
2189,70,행복을 주는 사람,해바라기
2190,70,개구장이 (1979),산울림
2191,70,난 아니야,조용필
2192,70,내일,김수철
2193,70,모닥불,박인희
2194,70,갯바위,한마음
2195,70,참새의 하루,송창식
2196,70,꽃밭에서,정훈희
2197,70,그댄 봄비를 무척 좋아하나요,배따라기
2198,70,사랑의 진실,어니언스
2199,70,이름 모를 소녀,김정호
2200,70,돌아가는 삼각지,배호
2201,70,맨발의 청춘,최희준
2202,70,흙에 살리라,홍세민
2203,70,사랑하는 마음,김세환
2204,70,바라볼 수 없는 그대,양수경
2205,71,선글라스 (Feat. 9999 of 1%),칸토
2206,71,옛 사랑,이문세
2207,71,여전히 아름다운지,김연우
2208,71,널 사랑하겠어,동물원
2209,71,우리의 밤은 당신의 낮보다 아름답다,코나
2210,71,회상 (December),터보
2211,71,산다는 건 다 그런게 아니겠니,여행스케치
2212,71,To Heaven (천국으로 보낸 편지),조성모
2213,71,그때 또 다시 (Again),임창정
2214,71,이 밤의 끝을 잡고,솔리드
2215,71,재즈 카페,신해철
2216,71,미소 속에 비친 그대,신승훈
2217,71,추억속의 그대,황치훈
2218,71,이별의 그늘,윤상
2219,71,행복한 나를,에코
2220,71,선글라스 (Feat. 9999 of 1%),칸토
2221,71,너 없는 동안,김원준
2222,71,천생연분,솔리드
2223,71,난 멈추지 않는다,잼
2224,71,질투,유승범
2225,71,슬퍼지려 하기 전에,쿨 (COOL)
2226,71,내 눈물 모아,서지원
2227,71,빛 (Hope),H.O.T.
2228,71,달팽이,패닉
2229,71,언젠가는,이상은 (=Lee-tzsche)
2230,71,산골 소년의 사랑이야기,예민
2231,71,사랑은 유리같은 것,원준희
2232,71,인형의 꿈,일기예보
2233,71,날 위한 이별,김혜림
2234,71,사랑일뿐야,김민우
2235,71,강(江),패닉
2236,72,너만을 느끼며,더 블루
2237,72,종로에서,오월
2238,72,가질수 없는 너,뱅크
2239,72,그 겨울의 찻집,조용필
2240,72,난 아직 모르잖아요,이문세
2241,72,처음 느낌 그대로,이소라
2242,72,나의 거리,이선희
2243,72,그대 떠나는 날 비가 오는가,산울림
2244,72,하늘만 허락한 사랑,엄정화
2245,72,왜 그래,김현철
2246,72,여우야(女雨夜),더 클래식
2247,72,사랑의 썰물,임지훈
2248,72,희나리,구창모
2249,72,사랑하기 때문에,유재하
2250,72,선글라스 (Feat. 9999 of 1%),칸토
2251,72,너에게 원한건,노이즈
2252,72,아주 오래된 연인들,015B
2253,72,내가 너의 곁에 잠시 살았다는 걸,"토이, 김연우"
2254,72,안녕이라고 말하지마,이승철
2255,72,너를 사랑해,한동준
2256,72,오래전 그날,윤종신
2257,72,바라볼 수 없는 그대,양수경
2258,72,희야,부활
2259,72,거리에서,김광석
2260,72,내게 남은 사랑을 드릴께요,장혜리
2261,72,칵테일 사랑,마로니에
2262,72,이 밤이 지나면,임재범
2263,72,좋은 날,이승환
2264,72,내사랑 내곁에 (응답하라 1988 삽입곡),김현식
2265,73,선글라스 (Feat. 9999 of 1%),칸토
2266,73,인디안인형처럼,Nami (나미)
2267,73,기쁜우리 사랑은,최성수
2268,73,혜화동,동물원
2269,73,너에게로 또 다시,변진섭
2270,73,난 아직 모르잖아요,이문세
2271,73,무정 부르스,강승모
2272,73,내 아픔 아시는 당신께,조하문
2273,73,사랑으로,해바라기
2274,73,제주도의 푸른밤,최성원
2275,73,Q,조용필
2276,73,나의 노래,김광석
2277,73,동네 ('응답하라 1988' 삽입곡),김현철
2278,73,마지막 콘서트,이승철
2279,73,추억의 책장을 넘기면,이선희
2280,73,선글라스 (Feat. 9999 of 1%),칸토
2281,73,슬픈 인연,015B
2282,73,인형의 꿈,일기예보
2283,73,보이지 않는 사랑,신승훈
2284,73,너를 사랑하고도,전유나
2285,73,슬픈 언약식,김정민
2286,73,나와 같다면,김장훈
2287,73,사랑할수록,부활
2288,73,영원히 내게,안상수
2289,73,내 남은 사랑을 위해,홍경민
2290,73,옛 이야기,김규민
2291,73,이별 아닌 이별,이범학
2292,73,먼 훗날,박정운
2293,73,예정된 시간을 위해,장덕
2294,73,사랑하기에,이정석
2295,74,선글라스 (Feat. 9999 of 1%),칸토
2296,74,사랑이 저만치 가네,김종찬
2297,74,향기로운 추억 (응답하라 1988 삽입곡),박학기
2298,74,묻어버린 아픔,김동환
2299,74,널 그리며,박남정
2300,74,소녀시대,이승철
2301,74,사랑은 창밖에 빗물같아요,양수경
2302,74,슬픈 바다,조정현
2303,74,화려한 날은 가고,유열
2304,74,여름날의 추억,이정석
2305,74,사랑할꺼야,이상은 (=Lee-tzsche)
2306,74,"돌고, 돌고, 돌고",전인권
2307,74,골목길,김현식
2308,74,어떤이의 꿈,봄여름가을겨울
2309,74,기차와 소나무,이규석
2310,74,새들처럼,변진섭
2311,74,선글라스 (Feat. 9999 of 1%),칸토
2312,74,한번만 더,박성신
2313,74,가로수 그늘아래 서면,이문세
2314,74,우리 앞의 생이 끝나갈 때,무한궤도
2315,74,지난날,유재하
2316,74,기다린 날도 지워질 날도,이승환
2317,74,꼬마야,김창완
2318,74,슬픈 안녕,이지연
2319,74,마음에 쓰는 편지,임백천
2320,74,바람아 멈추어다오,이지연
2321,74,만남,노사연
2322,74,그대 모습은 장미,민해경
2323,74,한바탕 웃음으로,이선희
2324,74,사랑하고 싶어,소방차
2325,74,나만의 것,김완선
2326,74,자꾸 서성이게 돼,박학기
2327,75,선글라스 (Feat. 9999 of 1%),칸토
2328,75,타타타,김국환
2329,75,남남,최성수
2330,75,그 겨울의 찻집,조용필
2331,75,당신,김정수
2332,75,낭만에 대하여,최백호
2333,75,서울탱고,방실이
2334,75,환희,정수라
2335,75,영원한 친구,Nami (나미)
2336,75,황홀한 고백,윤수일
2337,75,너나 좋아해 나너 좋아해,현이와 덕이
2338,75,새벽 아침,수와 진
2339,75,님은 먼 곳에,김추자
2340,75,바람난 천사,김종환
2341,75,그저 바라볼 수만 있어도,유익종
2342,75,멍에,김수희
2343,75,여러분,윤복희
2344,75,선글라스 (Feat. 9999 of 1%),칸토
2345,75,세월이 가면,최호섭
2346,75,바보같은 미소,조갑경
2347,75,저녁놀,전영록
2348,75,그대는 인형처럼 웃고 있지만,민해경
2349,75,짚시여인,이치현과 벗님들
2350,75,텔레파시,도시아이들
2351,75,나 항상 그대를,이선희
2352,75,너무 늦었잖아요,변진섭
2353,75,그 아픔까지 사랑한거야,조정현
2354,75,아! 바람이여,박남정
2355,75,눈물나는 날에는,푸른하늘
2356,75,물안개,석미경
2357,75,추억속의 그대,황치훈
2358,75,슬퍼지는 내 모습,양홍섭
2359,75,난 아직도 널 (대상),작품 하나
2360,75,외롭지만 혼자 걸을 수 있어,봄여름가을겨울
2361,76,나를 용서해,킵식스 (Keep Six)
2362,76,별(別),팀
2363,76,달의 몰락,김현철
2364,76,혼자만의 사랑,김태영
2365,76,그냥 걸었어,임종환
2366,76,그대 눈물까지도,투투
2367,76,너에게,서태지와 아이들
2368,76,서시,신성우
2369,76,낭만에 대하여,최백호
2370,76,비나리,심수봉
2371,76,애모,김수희
2372,76,...라구요,강산에
2373,76,대답 없는 너,김종서
2374,76,오늘같은 밤이면,박정운
2375,76,언제나 그 자리에,신효범
2376,76,그 후로 오랫동안,신승훈
2377,76,내사랑 내곁에 (응답하라 1988 삽입곡),김현식
2378,76,하룻밤의 꿈,이상우
2379,76,마지막 콘서트,이승철
2380,76,너에게 원한건,노이즈
2381,76,느낌만으로,박지원
2382,76,마법의 성,더 클래식
2383,76,나와 같다면,김장훈
2384,76,달팽이,패닉
2385,76,흩어진 나날들,강수지
2386,76,너에게 들려주고 싶은 이야기,015B
2387,76,살다보면,권진원
2388,76,난 널 사랑해,신효범
2389,76,내가 아는 한가지,이덕진
2390,77,내 낡은 서랍 속의 바다,패닉
2391,77,거꾸로 강을 거슬러 오르는 저 힘찬 연어들처럼,강산에
2392,77,바람의 노래,조용필
2393,77,"우리 사랑 이대로 (Duet With 이혜진) (영화 ""연풍연가"" 주제곡)",주영훈
2394,77,난 아직 모르잖아요,이문세
2395,77,백만송이 장미,심수봉
2396,77,난 행복해,이소라
2397,77,기억의 습작,전람회
2398,77,슬픈 언약식,김정민
2399,77,준비 없는 이별,녹색지대
2400,77,가려진 시간 사이로,윤상
2401,77,그리움으로 지는 너,코코
2402,77,바람난 천사,김종환
2403,77,넌 언제나,모노
2404,77,회상 (December),터보
2405,77,너의 뒤에서,박진영
2406,77,남겨진 시간을 위하여,장혜리
2407,77,너무 아픈 사랑은 사랑이 아니었음을,김광석
2408,77,슬픈 얼굴,A.R.T
2409,77,타인,영턱스클럽
2410,77,7년간의 사랑,화이트
2411,77,내가 날 버린 이유,베이시스
2412,77,영원히 내게,안상수
2413,77,그 아픔까지 사랑한거야,조정현
2414,77,사랑일뿐야,김민우
2415,77,너에게로 또 다시,변진섭
2416,77,시청 앞 지하철 역에서,동물원
2417,78,1994년 어느 늦은 밤,장혜진
2418,78,여전히 아름다운지,김연우
2419,78,편지,김광진
2420,78,행복한 나를,에코
2421,78,늦은 후회,보보
2422,78,인형의 꿈,일기예보
2423,78,또 다른 만남을 위해,김민종
2424,78,To Heaven (천국으로 보낸 편지),조성모
2425,78,그 후로 오랫동안,신승훈
2426,78,사랑한 후에,신성우
2427,78,시작되는 연인들을 위해,이원진
2428,78,시작,박기영
2429,78,내게 다시,더더 (THETHE)
2430,78,결혼해줘,임창정
2431,78,난 아직 모르잖아요,이문세
2432,78,중독된 사랑,조장혁
2433,78,사랑할수록,부활
2434,78,비(悲)의 Rhapsody,최재훈
2435,78,사랑 합니다 - (MR),Various Artists
2436,78,내 곁에서 떠나가지 말아요,빛과 소금
2437,78,잊지 말기로 해,이소라
2438,78,당신은 천사와 커피를 마셔본 적이 있습니까,김성호
2439,78,너의 의미,산울림
2440,78,화려하지 않은 고백,이승환
2441,78,별이 진다네,여행스케치
2442,78,비오는 거리,이승훈
2443,78,사랑이라는 이유로,조 트리오
2444,78,그땐 그랬지,카니발
2445,79,한바탕 웃음으로,이선희
2446,79,잠도 오지 않는 밤에,이승철
2447,79,오늘같은 밤이면,박정운
2448,79,예정된 시간을 위해,장덕
2449,79,세상이 그대를 속일지라도,김장훈
2450,79,서시,신성우
2451,79,난 널 사랑해,신효범
2452,79,멀어져 간 사람아,박상민
2453,79,꿈결같은 세상,송시현
2454,79,슬픈 계절에 만나요,백영규
2455,79,슬픈 표정 하지 말아요,신해철
2456,79,나의 하루,박정현
2457,79,루비(淚悲):슬픈 눈물,핑클 (Fin.K.L)
2458,79,칵테일 사랑,마로니에
2459,79,바람아 멈추어다오,이지연
2460,79,선글라스 (Feat. 9999 of 1%),칸토
2461,79,누구보다 널 사랑해,비쥬
2462,79,커플,젝스키스
2463,79,언젠가는,이상은 (=Lee-tzsche)
2464,79,귀로 (은상),박선주 (Pak Sun Zoo)
2465,79,나만의 슬픔,김돈규
2466,79,나를 슬프게 하는 사람들,김경호
2467,79,발걸음,에메랄드 캐슬
2468,79,너를 사랑하고도,전유나
2469,79,당신은 어디 있나요 (2016 Ver.),양수경
2470,79,타인,영턱스클럽
2471,79,눈물,리아
2472,79,슬픈 언약식,김정민
2473,79,사랑했나봐,윤도현
2474,79,천일동안,이승환
2475,80,선글라스 (Feat. 9999 of 1%),칸토
2476,80,그리움만 쌓이네,여진
2477,80,고마워요,임현정
2478,80,내게 남은 사랑을 드릴께요,장혜리
2479,80,사랑은 창밖에 빗물같아요,양수경
2480,80,붉은 노을,이문세
2481,80,단발머리,조용필
2482,80,희망사항,변진섭
2483,80,아파트,윤수일
2484,80,그 아픔까지 사랑한 거야,조정현
2485,80,너를 향한 마음,이승환
2486,80,취중진담(醉中眞談),전람회
2487,80,너의 결혼식,윤종신
2488,80,아마도 그건,최용준
2489,80,후회 없는 사랑,포지션
2490,80,슬프도록 아름다운 ...,K2 김성면
2491,80,선글라스 (Feat. 9999 of 1%),칸토
2492,80,널 위한 거야,미스 미스터
2493,80,슬픔속에 그댈 지워야만 해,이현우
2494,80,이 밤의 끝을 잡고,솔리드
2495,80,애송이의 사랑,양파
2496,80,화장을 고치고,왁스
2497,80,보고 싶다,김범수
2498,80,아름다운 날들,장혜진
2499,80,사랑하기 때문에,유재하
2500,80,이젠 그랬으면 좋겠네,조용필
2501,80,세월이 가면,최호섭
2502,80,사랑은 받는것이 아니라면서,해오라기
2503,80,그대 먼곳에,마음과 마음
2504,80,유리창엔 비,햇빛촌
2505,80,가을사랑,신계행
2506,81,나의 외로움이 널 부를 때,장필순
2507,81,시청 앞 지하철 역에서,동물원
2508,81,흐린 가을 하늘에 편지를 써,김광석
2509,81,내가 만일,안치환
2510,81,백구,양희은
2511,81,담배가게 아가씨,송창식
2512,81,행복의 나라로,한대수
2513,81,아쉬움,신촌 블루스
2514,81,한잔의 추억,이장희
2515,81,그런 날에는,어떤날
2516,81,제비꽃,조동진
2517,81,사랑일기,시인과 촌장
2518,81,행복을 주는 사람,해바라기
2519,81,그녀가 처음 울던 날,이정선
2520,81,세계로 가는 기차,들국화
2521,81,나도야 간다,김수철
2522,81,산다는건 다 그런게 아니겠니,여행스케치
2523,81,살다보면,권진원
2524,81,향기로운 추억 (응답하라 1988 삽입곡),박학기
2525,81,비처럼 음악처럼,김현식
2526,81,가까이하기엔 너무 먼 당신,이광조
2527,81,아쉬움,신촌 블루스
2528,81,누구없소?,한영애
2529,81,목화밭,하사와 병장
2530,81,외할머니 댁,논두렁 밭두렁
2531,81,기차와 소나무,이규석
2532,81,웨딩 케이크,트윈 폴리오
2533,81,처녀 뱃사공,금과은
2534,81,저 별과 달을,어니언스
2535,81,찻잔,노고지리
2536,82,선글라스 (Feat. 9999 of 1%),칸토
2537,82,샴푸의 요정,빛과 소금
2538,82,오랜만에,김현철
2539,82,처음 그 느낌처럼,신승훈
2540,82,담다디,이상은 (=Lee-tzsche)
2541,82,아무도,패닉
2542,82,그럴때마다,"윤종신, 이장우, 조규찬, 김연우, 조삼희, 김창원, 유희열"
2543,82,우리,전람회
2544,82,오래전 그날,윤종신
2545,82,오늘같은 밤이면,박정운
2546,82,이 밤이 지나면,임재범
2547,82,여우야(女雨夜),더 클래식
2548,82,거꾸로 강을 거슬러 오르는 저 힘찬 연어들처럼,강산에
2549,82,좋아 좋아,일기예보
2550,82,별이 진다네,여행스케치
2551,82,선글라스 (Feat. 9999 of 1%),칸토
2552,82,이 밤의 끝을 잡고,솔리드
2553,82,상심 (Remix),R.ef
2554,82,Remember (그녀의 속눈썹은 길다),DJ DOC
2555,82,헤어진 다음날,이현우
2556,82,('Cause) I'm Your Girl,S.E.S.
2557,82,루비(淚悲):슬픈 눈물,핑클 (Fin.K.L)
2558,82,Everybody,진주
2559,82,그때 또 다시 (Again),임창정
2560,82,첫사랑,송시현
2561,82,애송이의 사랑,양파
2562,82,우리의 밤은 당신의 낮보다 아름답다,코나
2563,82,내 눈물 모아,서지원
2564,82,날 위한 이별,김혜림
2565,82,먼지가 되어,이윤수
2566,82,가리워진 길,유재하
2567,83,사랑의 대화,이정석
2568,83,새들처럼,변진섭
2569,83,마지막 이별속에서,이준
2570,83,졸업,이지연
2571,83,사랑하고 싶어,이승철
2572,83,동네 ('응답하라 1988' 삽입곡),김현철
2573,83,화려한 날은 가고,유열
2574,83,기쁜우리 사랑은,최성수
2575,83,제주도의 푸른밤,최성원
2576,83,그 아픔까지 사랑한거야,조정현
2577,83,한바탕 웃음으로,이선희
2578,83,어떤이의 꿈,봄여름가을겨울
2579,83,기분 좋은 날,김완선
2580,83,사랑하고 싶어,소방차
2581,83,추억속의 그대,황치훈
2582,83,선글라스 (Feat. 9999 of 1%),칸토
2583,83,가로수 그늘아래 서면,이문세
2584,83,우리들이 함께 있는 밤,오석준
2585,83,눈물나는 날에는,푸른하늘
2586,83,아름다워라 그대,김종찬
2587,83,골목길 (응답하라 1988 삽입곡),신촌 블루스
2588,83,조율,한영애
2589,83,오늘같은 밤이면,박정운
2590,83,어느 새,장필순
2591,83,지난날,유재하
2592,83,꼬마야,김창완
2593,83,이층에서 본 거리,다섯손가락
2594,83,모나리자,조용필
2595,83,새벽 아침,수와 진
2596,84,젊은 그대,김수철
2597,84,바람 바람 바람 (골든),김범룡
2598,84,어젯밤 이야기,소방차
2599,84,젊음의 노트,유미리
2600,84,열정,혜은이
2601,84,촛불잔치,이재성
2602,84,"어제, 오늘, 그리고",조용필
2603,84,바다에 누워,높은음자리
2604,84,희야,부활
2605,84,그것만이 내세상,들국화
2606,84,내사랑 내곁에 (응답하라 1988 삽입곡),김현식
2607,84,세월이 가면,최호섭
2608,84,묻어버린 아픔,김동환
2609,84,사랑이 저만치 가네,김종찬
2610,84,슬픈 그림같은 사랑,이상우
2611,84,선글라스 (Feat. 9999 of 1%),칸토
2612,84,바라볼 수 없는 그대 (2016 Ver.),양수경
2613,84,나 항상 그대를,이선희
2614,84,바람아 멈추어다오,이지연
2615,84,사랑은 언제나 그 자리에,해바라기
2616,84,너를 사랑하고도,전유나
2617,84,유리창엔 비,햇빛촌
2618,84,한번만 더,박성신
2619,84,그대 모습은 장미,민해경
2620,84,이밤을 다시 한 번,조하문
2621,84,늦지않았음을,송재호
2622,84,바보같은 미소,조갑경
2623,84,내게로,장혜진
2624,84,햄,김승기
2625,84,휴식같은 친구,김민우
2626,85,내가 (대상),"김학래, 임철우"
2627,85,창문너머 어렴풋이 옛 생각이 나겠지요,산울림
2628,85,창밖의 여자,조용필
2629,85,고목,윤시내
2630,85,바야야,이정희
2631,85,당신은 누구시길래,심수봉
2632,85,사랑이야,양희은
2633,85,누구의 노래일까,민해경
2634,85,누구의 노래일까,민해경
2635,85,봄 여름 가을 겨울,김현식
2636,85,꿈을 먹는 젊은이,남궁옥분
2637,85,실비 오는 소리에,이영화
2638,85,아직도 못다한 사랑,솔개 트리오
2639,85,옛시인의노래,한경애
2640,85,겨울아이,이종용
2641,85,찻잔,노고지리
2642,85,해야,마그마
2643,85,선글라스 (Feat. 9999 of 1%),칸토
2644,85,나 어떡해,샌드 페블즈
2645,85,사랑,나훈아
2646,85,내 마음 당신곁으로,김정수
2647,85,모두 다 사랑하리,송골매
2648,85,백지로 보낸 편지,김태정
2649,85,참새와 허수아비,조정희
2650,85,잊지는 말아야지,백영규
2651,85,잊지는 말아야지,물레방아
2652,85,잃어버린 우산,우순실
2653,85,그댄 봄비를 무척 좋아하나요,배따라기
2654,85,J 에게 (대상),"이선희, 임성균"
2655,85,갯바위,한마음
2656,85,민들레 홀씨되어,박미경
2657,85,무정 부르스,강승모
2658,85,님그림자,노사연
2659,85,우리는,송창식
2660,85,난 아직 모르잖아요,이문세
2661,86,노노노노노,하수빈
2662,86,종이학,전영록
2663,86,님은 먼 곳에,김추자
2664,86,그대여 안녕히,김트리오
2665,86,작은 새,어니언스
2666,86,빗물,채은옥
2667,86,정,아도니스
2668,86,내일을 기다려,박강성
2669,86,제비,홍성모
2670,86,젊은 연인들,"민영호,민경식"
2671,86,바위섬,김원중
2672,86,개똥벌레,신형원
2673,86,행복이란,조경수
2674,86,행복이란,조경수
2675,86,선글라스 (Feat. 9999 of 1%),칸토
2676,86,연가,은희
2677,86,그때 그 사람,심수봉
2678,86,바보처럼 살았군요,이종용
2679,86,당신만이,이치현과 벗님들
2680,86,숙녀에게,변진섭
2681,86,그대 발길 머무는 곳에,조용필
2682,86,별이여 사랑이여,사랑의 하모니
2683,86,저 높은 곳을 향하여,이영화
2684,86,빙글빙글,Nami (나미)
2685,86,이젠 잊기로 해요,김완선
2686,86,오늘밤 내게,장은아
2687,86,하얀 민들레,진미령
2688,86,지금,조영남
2689,86,사랑의 바람,이광조
2690,86,난 아직 모르잖아요,이문세
2691,86,우린 너무 쉽게 헤어졌어요,최진희
2692,87,선글라스 (Feat. 9999 of 1%),칸토
2693,87,춘천 가는 기차,김현철
2694,87,나에게로의 초대,정경화
2695,87,내가 날 버린 이유,베이시스
2696,87,날아라 병아리,넥스트
2697,87,취중진담(醉中眞談),전람회
2698,87,그 후로 오랫동안,신승훈
2699,87,기억속으로,이은미
2700,87,칵테일 사랑,마로니에
2701,87,나는 문제없어,황규영
2702,87,마법의 성,더 클래식
2703,87,내가 만일,안치환
2704,87,W.H.I.T.E.,화이트
2705,87,이브의 경고,박미경
2706,87,날개,언타이틀
2707,87,선글라스 (Feat. 9999 of 1%),칸토
2708,87,늘 지금처럼,이예린
2709,87,조조 할인 (Feat. 이적),이문세
2710,87,그녀는 예뻤다,박진영
2711,87,오늘도 난,이승철
2712,87,늑대와 함께 춤을,임창정
2713,87,비밀은 없어,룰라
2714,87,슬퍼지려 하기 전에,쿨 (COOL)
2715,87,천생연분,솔리드
2716,87,이별 공식,R.ef
2717,87,살다보면,권진원
2718,87,시청 앞 지하철 역에서,동물원
2719,87,시작되는 연인들을 위해,이원진
2720,87,내가 지켜줄께,녹색지대
2721,87,하늘만 허락한 사랑,엄정화
2722,87,기다리다,패닉
2723,88,선글라스 (Feat. 9999 of 1%),칸토
2724,88,어느 소녀의 사랑이야기,민해경
2725,88,빗물,송골매
2726,88,나에게도 사랑이,함중아와 양키스
2727,88,꿈의 대화,이범용
2728,88,노래하며 춤추며,계은숙
2729,88,빙글빙글,Nami (나미)
2730,88,담배가게 아가씨,송창식
2731,88,꿈에,조덕배
2732,88,Q,조용필
2733,88,내사랑 내곁에 (응답하라 1988 삽입곡),김현식
2734,88,가로수 그늘아래 서면,이문세
2735,88,행복한 사람,조동진
2736,88,어머니와 고등어,김창완
2737,88,영,이선희
2738,88,내일이 찾아오면,박정운
2739,88,선글라스 (Feat. 9999 of 1%),칸토
2740,88,고귀한 선물,장은아
2741,88,내일로 가는 우리들,함현숙
2742,88,어디쯤가고있을까,전영
2743,88,물안개,석미경
2744,88,매일 매일 기다려,티삼스
2745,88,크게 라디오를 켜고,시나위
2746,88,달빛 창가에서,도시아이들
2747,88,풀잎사랑,최성수
2748,88,그대 내게 다시,변진섭
2749,88,사랑한후에 (응답하라 1988 삽입곡),전인권
2750,88,혼자만의 사랑,김태영
2751,88,처음 느낌 그대로,이소라
2752,88,너를 사랑해,한동준
2753,88,너의 마음을 내게 준다면,최연제
2754,88,행복한 나를,에코
2755,89,선글라스 (Feat. 9999 of 1%),칸토
2756,89,달팽이,패닉
2757,89,기억의 습작,전람회
2758,89,가질수 없는 너,뱅크
2759,89,너를 보내고,YB (윤도현 밴드)
2760,89,발걸음,에메랄드 캐슬
2761,89,고백,델리스파이스
2762,89,이 밤이 지나면,임재범
2763,89,그대에게 (대상),무한궤도
2764,89,아름다운 구속,김종서
2765,89,난 그래,리아
2766,89,헤이 헤이 헤이,하은
2767,89,덩크 슛,이승환
2768,89,날개 잃은 천사,룰라
2769,89,다시 만나 줘,업타운
2770,89,선글라스 (Feat. 9999 of 1%),칸토
2771,89,Show,김원준
2772,89,그래,디바
2773,89,일과 이분의 일,투투
2774,89,상상속의 너,노이즈
2775,89,Aspirin (아스피린) (12 String Guitar Ver.),걸
2776,89,포기하지 마,성진우
2777,89,날 떠나지마,박진영
2778,89,Twist King,터보
2779,89,숨은 그림 찾기,엄정화
2780,89,말하자면,김성재
2781,89,책임져,언타이틀
2782,89,환생,윤종신
2783,89,좋아 좋아,일기예보
2784,89,Candy,H.O.T.
2785,89,Gasoline (English Ver.),지누션
2786,89,1tym,원타임
2787,90,선글라스 (Feat. 9999 of 1%),칸토
2788,90,내나이 마흔 살에는,양희은
2789,90,하숙생,최희준
2790,90,하얀 나비,김정호
2791,90,학창시절,은희
2792,90,당신의 모든 것을,원프러스원
2793,90,모모(A),김만준
2794,90,그대 없이는 못살아,패티김
2795,90,나는 행복한 사람,이문세
2796,90,임이 오는 소리,Toi Et Moi
2797,90,사랑해,라나에로스포
2798,90,그건 너,이장희
2799,90,기도,홍삼트리오
2800,90,사랑 그 아름답고 소중한 얘기들 (CF - 포스코 For happiness 편),배철수
2801,90,길가에 앉아서,김세환
2802,90,나는 행복합니다,윤항기
2803,90,시골길,임성훈
2804,90,밤 배,둘 다섯
2805,90,편지,어니언스
2806,90,맨처음 고백,송창식
2807,91,선글라스 (Feat. 9999 of 1%),칸토
2808,91,동행,최성수
2809,91,그대 그리고 나,소리새
2810,91,"바람, 바람, 바람",김범룡
2811,91,물안개,석미경
2812,91,사랑은 창밖에 빗물같아요,양수경
2813,91,사랑의 썰물,임지훈
2814,91,모란동백,김덕환
2815,91,모란 동백 (Cover Ver.),"박경훈, 해야"
2816,91,모란동백,박부도김
2817,91,촛불켜는 밤,양하영
2818,91,이별이란 없는거야 (응답하라 1988 삽입곡),최성원
2819,91,묻어버린 아픔,김동환
2820,91,슬픈 인연,Nami (나미)
2821,91,이별 아닌 이별,이범학
2822,91,내게 남은 사랑을 드릴께요,장혜리
2823,91,세월이 가면,최호섭
2824,91,아니 벌써,산울림
2825,91,선글라스 (Feat. 9999 of 1%),칸토
2826,91,내일을 향해,신성우
2827,91,대답 없는 너,김종서
2828,91,내 마음 알겠니,강수지
2829,91,먼 훗날,박정운
2830,91,먼지가 되어,이윤수
2831,91,꿈,이현우
2832,91,세상에 뿌려진 사랑만큼,이승환
2833,91,동숭로에서,마로니에
2834,91,산다는게 뭔지,이진관
2835,91,소녀시대,이승철
2836,91,보고싶은 얼굴,민해경
2837,91,새벽비,혜은이
2838,91,삐에로는 우릴 보고 웃지,김완선
2839,91,이젠 떠나가볼까,김혜림
2840,91,그대 슬픔까지 사랑해,심신
2841,92,선글라스 (Feat. 9999 of 1%),칸토
2842,92,네게 줄수 있는건 오직 사랑뿐,변진섭
2843,92,안녕이라고 말하지마,이승철
2844,92,내 아픔 아시는 당신께,조하문
2845,92,환희,정수라
2846,92,사랑할꺼야,이상은 (=Lee-tzsche)
2847,92,널 그리며,박남정
2848,92,갈무리,나훈아
2849,92,감수광,혜은이
2850,92,그대품에 잠들었으면,박정수
2851,92,사랑일뿐야,김민우
2852,92,샴푸의 요정,빛과 소금
2853,92,소중한 너 (Duet With 조규찬),박선주 (Pak Sun Zoo)
2854,92,웃어요,오석준
2855,92,프란다스의 개,이오공감
2856,92,그녀의 웃음소리뿐,이문세
2857,92,선글라스 (Feat. 9999 of 1%),칸토
2858,92,아름다워,윤수일밴드
2859,92,오랜만에,김현철
2860,92,너에게,서태지와 아이들
2861,92,난 멈추지 않는다,잼
2862,92,텔레파시,도시아이들
2863,92,로미오 & 줄리엣,신승훈
2864,92,걸어서 하늘까지,장현철
2865,92,질투,유승범
2866,92,너에게 원한건,노이즈
2867,92,자유시대,모자이크
2868,92,"서울, 이곳은",장철웅
2869,92,멀어져 간 사람아,박상민
2870,92,난 널 사랑해,신효범
2871,92,사랑할수록,부활
2872,92,난 아직도 널,작품 하나
2873,93,기차와 소나무,이규석
2874,93,널 사랑하겠어,동물원
2875,93,예정된 시간을 위해,장덕
2876,93,내사랑 투유,조갑경
2877,93,이별여행,원미연
2878,93,사랑했지만,김광석
2879,93,너에게 들려주고 싶은 이야기,015B
2880,93,친구에게,김민우
2881,93,갈색추억,한혜진
2882,93,디디디,김혜림
2883,93,바라볼 수 없는 그대,양수경
2884,93,나 항상 그대를,이선희
